agent,period,policy,state,action,next_state
122,10,0.0,0,0,1
122,11,0.0,1,1,0
122,12,0.0,0,0,0
122,13,0.0,0,0,0
122,14,0.0,0,0,1
122,15,0.0,1,0,2
122,16,0.0,2,0,2
122,17,0.0,2,0,3
122,18,0.0,3,0,4
122,19,0.0,4,1,0
122,20,0.0,0,0,1
122,21,0.0,1,0,1
122,22,0.0,1,1,0
122,23,0.0,0,0,1
122,24,0.0,1,0,2
122,25,0.0,2,1,0
122,26,0.0,0,0,1
122,27,0.0,1,1,0
122,28,0.0,0,0,1
122,29,0.0,1,0,2
123,0,1.0,2,1,0
123,1,1.0,0,0,1
123,2,1.0,1,1,0
123,3,1.0,0,0,0
123,4,1.0,0,0,1
123,5,1.0,1,1,0
123,6,1.0,0,0,1
123,7,1.0,1,0,1
123,8,1.0,1,0,2
123,9,1.0,2,1,0
123,10,1.0,0,0,1
123,11,1.0,1,0,2
123,12,1.0,2,0,2
123,13,1.0,2,1,0
123,14,1.0,0,0,1
123,15,1.0,1,0,2
123,16,1.0,2,1,0
123,17,1.0,0,0,1
123,18,1.0,1,0,2
123,19,1.0,2,0,2
123,20,1.0,2,1,0
123,21,1.0,0,0,1
123,22,1.0,1,1,0
123,23,1.0,0,0,1
123,24,1.0,1,1,0
123,25,1.0,0,0,1
123,26,1.0,1,0,2
123,27,1.0,2,0,3
123,28,1.0,3,1,0
123,29,1.0,0,0,1
124,0,0.0,1,1,0
124,1,0.0,0,0,1
124,2,0.0,1,0,1
124,3,0.0,1,0,2
124,4,0.0,2,1,0
124,5,0.0,0,0,0
124,6,0.0,0,0,1
124,7,0.0,1,0,2
124,8,0.0,2,0,2
124,9,0.0,2,0,2
124,10,0.0,2,1,0
124,11,0.0,0,0,0
124,12,0.0,0,0,1
124,13,0.0,1,0,1
124,14,0.0,1,1,0
124,15,0.0,0,0,1
124,16,0.0,1,0,1
124,17,0.0,1,1,0
124,18,0.0,0,0,1
124,19,0.0,1,0,2
124,20,0.0,2,1,0
124,21,0.0,0,0,0
124,22,0.0,0,0,1
124,23,0.0,1,1,0
124,24,0.0,0,0,1
124,25,0.0,1,0,2
124,26,0.0,2,1,0
124,27,0.0,0,0,0
124,28,0.0,0,0,1
124,29,0.0,1,0,2
125,0,1.0,4,1,0
125,1,1.0,0,0,0
125,2,1.0,0,0,1
125,3,1.0,1,1,0
125,4,1.0,0,0,1
125,5,1.0,1,0,2
125,6,1.0,2,0,2
125,7,1.0,2,0,2
125,8,1.0,2,0,3
125,9,1.0,3,0,4
125,10,1.0,4,1,0
125,11,1.0,0,0,1
125,12,1.0,1,0,2
125,13,1.0,2,0,3
125,14,1.0,3,0,3
125,15,1.0,3,0,4
125,16,1.0,4,1,0
125,17,1.0,0,0,0
125,18,1.0,0,0,1
125,19,1.0,1,1,1
125,20,1.0,1,1,0
125,21,1.0,0,0,1
125,22,1.0,1,0,2
125,23,1.0,2,1,0
125,24,1.0,0,0,1
125,25,1.0,1,0,2
125,26,1.0,2,1,0
125,27,1.0,0,0,1
125,28,1.0,1,0,2
125,29,1.0,2,1,0
126,0,0.0,2,0,3
126,1,0.0,3,1,0
126,2,0.0,0,0,1
126,3,0.0,1,1,0
126,4,0.0,0,0,1
126,5,0.0,1,0,2
126,6,0.0,2,0,3
126,7,0.0,3,0,3
126,8,0.0,3,0,4
126,9,0.0,4,1,0
126,10,0.0,0,0,1
126,11,0.0,1,0,2
126,12,0.0,2,1,0
126,13,0.0,0,0,1
126,14,0.0,1,0,2
126,15,0.0,2,0,2
126,16,0.0,2,0,3
126,17,0.0,3,1,0
126,18,0.0,0,0,1
126,19,0.0,1,0,2
126,20,0.0,2,0,3
126,21,0.0,3,1,0
126,22,0.0,0,0,0
126,23,0.0,0,0,1
126,24,0.0,1,0,2
126,25,0.0,2,1,1
126,26,0.0,1,0,1
126,27,0.0,1,0,2
126,28,0.0,2,1,1
126,29,0.0,1,0,1
127,0,1.0,3,1,0
127,1,1.0,0,0,0
127,2,1.0,0,0,1
127,3,1.0,1,0,1
127,4,1.0,1,0,2
127,5,1.0,2,1,0
127,6,1.0,0,0,1
127,7,1.0,1,1,1
127,8,1.0,1,0,2
127,9,1.0,2,0,3
127,10,1.0,3,1,0
127,11,1.0,0,0,1
127,12,1.0,1,0,2
127,13,1.0,2,1,0
127,14,1.0,0,0,0
127,15,1.0,0,0,1
127,16,1.0,1,0,1
127,17,1.0,1,0,2
127,18,1.0,2,0,3
127,19,1.0,3,1,0
127,20,1.0,0,0,1
127,21,1.0,1,0,2
127,22,1.0,2,0,3
127,23,1.0,3,0,4
127,24,1.0,4,1,0
127,25,1.0,0,0,0
127,26,1.0,0,1,0
127,27,1.0,0,0,1
127,28,1.0,1,1,1
127,29,1.0,1,1,0
128,0,0.0,2,0,3
128,1,0.0,3,1,0
128,2,0.0,0,0,1
128,3,0.0,1,1,0
128,4,0.0,0,0,0
128,5,0.0,0,0,0
128,6,0.0,0,0,1
128,7,0.0,1,0,2
128,8,0.0,2,1,0
128,9,0.0,0,0,1
128,10,0.0,1,0,2
128,11,0.0,2,0,3
128,12,0.0,3,1,0
128,13,0.0,0,0,1
128,14,0.0,1,1,0
128,15,0.0,0,0,0
128,16,0.0,0,0,1
128,17,0.0,1,0,2
128,18,0.0,2,0,3
128,19,0.0,3,0,4
128,20,0.0,4,1,0
128,21,0.0,0,0,0
128,22,0.0,0,0,0
128,23,0.0,0,0,1
128,24,0.0,1,0,1
128,25,0.0,1,1,0
128,26,0.0,0,0,0
128,27,0.0,0,0,1
128,28,0.0,1,0,2
128,29,0.0,2,0,3
129,0,1.0,4,1,0
129,1,1.0,0,0,0
129,2,1.0,0,0,1
129,3,1.0,1,0,2
129,4,1.0,2,1,0
129,5,1.0,0,0,0
129,6,1.0,0,0,0
129,7,1.0,0,0,1
129,8,1.0,1,0,2
129,9,1.0,2,0,2
129,10,1.0,2,1,0
129,11,1.0,0,0,1
129,12,1.0,1,0,1
129,13,1.0,1,1,0
129,14,1.0,0,0,0
129,15,1.0,0,0,1
129,16,1.0,1,0,2
129,17,1.0,2,1,0
129,18,1.0,0,0,1
129,19,1.0,1,0,2
129,20,1.0,2,1,0
129,21,1.0,0,1,1
129,22,1.0,1,0,2
129,23,1.0,2,1,0
129,24,1.0,0,0,0
129,25,1.0,0,1,0
129,26,1.0,0,0,0
129,27,1.0,0,1,0
129,28,1.0,0,0,1
129,29,1.0,1,1,0
130,0,0.0,1,0,2
130,1,0.0,2,1,0
130,2,0.0,0,0,1
130,3,0.0,1,0,2
130,4,0.0,2,1,0
130,5,0.0,0,0,1
130,6,0.0,1,0,2
130,7,0.0,2,0,3
130,8,0.0,3,1,0
130,9,0.0,0,0,0
130,10,0.0,0,0,1
130,11,0.0,1,0,1
130,12,0.0,1,0,2
130,13,0.0,2,1,0
130,14,0.0,0,0,1
130,15,0.0,1,0,2
130,16,0.0,2,1,0
130,17,0.0,0,0,1
130,18,0.0,1,0,2
130,19,0.0,2,0,3
130,20,0.0,3,1,0
130,21,0.0,0,0,1
130,22,0.0,1,0,2
130,23,0.0,2,0,3
130,24,0.0,3,1,0
130,25,0.0,0,0,0
130,26,0.0,0,0,1
130,27,0.0,1,0,2
130,28,0.0,2,0,3
130,29,0.0,3,0,4
131,0,1.0,0,0,0
131,1,1.0,0,0,0
131,2,1.0,0,0,0
131,3,1.0,0,0,1
131,4,1.0,1,1,0
131,5,1.0,0,0,1
131,6,1.0,1,1,0
131,7,1.0,0,1,0
131,8,1.0,0,0,0
131,9,1.0,0,0,1
131,10,1.0,1,1,0
131,11,1.0,0,0,1
131,12,1.0,1,1,0
131,13,1.0,0,0,1
131,14,1.0,1,0,2
131,15,1.0,2,0,3
131,16,1.0,3,1,0
131,17,1.0,0,0,1
131,18,1.0,1,0,2
131,19,1.0,2,1,1
131,20,1.0,1,0,2
131,21,1.0,2,0,3
131,22,1.0,3,1,0
131,23,1.0,0,0,1
131,24,1.0,1,0,1
131,25,1.0,1,0,2
131,26,1.0,2,1,1
131,27,1.0,1,0,2
131,28,1.0,2,0,3
131,29,1.0,3,1,0
132,0,0.0,2,0,3
132,1,0.0,3,1,0
132,2,0.0,0,0,1
132,3,0.0,1,0,2
132,4,0.0,2,0,3
132,5,0.0,3,0,4
132,6,0.0,4,0,4
132,7,0.0,4,0,4
132,8,0.0,4,1,0
132,9,0.0,0,0,0
132,10,0.0,0,1,0
132,11,0.0,0,0,1
132,12,0.0,1,0,2
132,13,0.0,2,0,3
132,14,0.0,3,1,0
132,15,0.0,0,0,1
132,16,0.0,1,1,0
132,17,0.0,0,0,1
132,18,0.0,1,1,0
132,19,0.0,0,0,1
132,20,0.0,1,0,2
132,21,0.0,2,1,0
132,22,0.0,0,0,0
132,23,0.0,0,0,1
132,24,0.0,1,0,2
132,25,0.0,2,0,3
132,26,0.0,3,0,3
132,27,0.0,3,1,1
132,28,0.0,1,0,2
132,29,0.0,2,0,3
133,0,1.0,4,0,4
133,1,1.0,4,1,1
133,2,1.0,1,1,0
133,3,1.0,0,0,1
133,4,1.0,1,0,2
133,5,1.0,2,0,3
133,6,1.0,3,1,0
133,7,1.0,0,0,1
133,8,1.0,1,0,1
133,9,1.0,1,1,0
133,10,1.0,0,0,0
133,11,1.0,0,0,1
133,12,1.0,1,0,2
133,13,1.0,2,0,2
133,14,1.0,2,1,1
133,15,1.0,1,0,2
133,16,1.0,2,1,0
133,17,1.0,0,0,1
133,18,1.0,1,0,2
133,19,1.0,2,0,3
133,20,1.0,3,1,0
133,21,1.0,0,1,0
133,22,1.0,0,0,1
133,23,1.0,1,0,2
133,24,1.0,2,1,1
133,25,1.0,1,1,1
133,26,1.0,1,0,2
133,27,1.0,2,1,0
133,28,1.0,0,1,0
133,29,1.0,0,0,1
134,0,0.0,3,1,1
134,1,0.0,1,0,2
134,2,0.0,2,1,0
134,3,0.0,0,0,1
134,4,0.0,1,0,2
134,5,0.0,2,0,3
134,6,0.0,3,1,1
134,7,0.0,1,0,2
134,8,0.0,2,0,3
134,9,0.0,3,0,4
134,10,0.0,4,1,0
134,11,0.0,0,0,1
134,12,0.0,1,0,2
134,13,0.0,2,0,3
134,14,0.0,3,1,0
134,15,0.0,0,0,1
134,16,0.0,1,0,2
134,17,0.0,2,1,0
134,18,0.0,0,0,1
134,19,0.0,1,0,1
134,20,0.0,1,0,2
134,21,0.0,2,1,0
134,22,0.0,0,0,1
134,23,0.0,1,0,2
134,24,0.0,2,1,0
134,25,0.0,0,0,1
134,26,0.0,1,1,0
134,27,0.0,0,0,1
134,28,0.0,1,0,1
134,29,0.0,1,0,2
135,0,1.0,3,1,0
135,1,1.0,0,0,0
135,2,1.0,0,0,1
135,3,1.0,1,0,2
135,4,1.0,2,1,1
135,5,1.0,1,0,2
135,6,1.0,2,0,3
135,7,1.0,3,1,0
135,8,1.0,0,0,1
135,9,1.0,1,0,2
135,10,1.0,2,1,0
135,11,1.0,0,0,1
135,12,1.0,1,0,1
135,13,1.0,1,1,1
135,14,1.0,1,0,1
135,15,1.0,1,0,2
135,16,1.0,2,0,3
135,17,1.0,3,1,0
135,18,1.0,0,0,1
135,19,1.0,1,0,1
135,20,1.0,1,0,1
135,21,1.0,1,0,2
135,22,1.0,2,1,1
135,23,1.0,1,0,2
135,24,1.0,2,1,0
135,25,1.0,0,1,0
135,26,1.0,0,0,1
135,27,1.0,1,0,2
135,28,1.0,2,1,0
135,29,1.0,0,0,1
136,0,0.0,3,1,0
136,1,0.0,0,0,1
136,2,0.0,1,0,1
136,3,0.0,1,0,1
136,4,0.0,1,1,0
136,5,0.0,0,0,1
136,6,0.0,1,1,0
136,7,0.0,0,0,1
136,8,0.0,1,0,2
136,9,0.0,2,0,3
136,10,0.0,3,1,0
136,11,0.0,0,0,1
136,12,0.0,1,0,2
136,13,0.0,2,1,0
136,14,0.0,0,0,1
136,15,0.0,1,0,1
136,16,0.0,1,0,2
136,17,0.0,2,0,3
136,18,0.0,3,1,1
136,19,0.0,1,1,0
136,20,0.0,0,0,1
136,21,0.0,1,0,2
136,22,0.0,2,0,3
136,23,0.0,3,1,0
136,24,0.0,0,0,1
136,25,0.0,1,1,0
136,26,0.0,0,0,1
136,27,0.0,1,0,1
136,28,0.0,1,0,2
136,29,0.0,2,0,3
137,0,1.0,1,0,2
137,1,1.0,2,1,0
137,2,1.0,0,0,1
137,3,1.0,1,0,2
137,4,1.0,2,0,3
137,5,1.0,3,1,0
137,6,1.0,0,0,1
137,7,1.0,1,0,2
137,8,1.0,2,1,0
137,9,1.0,0,0,0
137,10,1.0,0,0,1
137,11,1.0,1,0,2
137,12,1.0,2,1,1
137,13,1.0,1,0,1
137,14,1.0,1,0,1
137,15,1.0,1,1,0
137,16,1.0,0,0,1
137,17,1.0,1,0,2
137,18,1.0,2,1,0
137,19,1.0,0,0,1
137,20,1.0,1,0,2
137,21,1.0,2,0,3
137,22,1.0,3,1,0
137,23,1.0,0,1,1
137,24,1.0,1,0,1
137,25,1.0,1,1,0
137,26,1.0,0,1,0
137,27,1.0,0,0,1
137,28,1.0,1,1,0
137,29,1.0,0,0,1
138,0,0.0,4,1,1
138,1,0.0,1,0,2
138,2,0.0,2,0,3
138,3,0.0,3,0,3
138,4,0.0,3,1,1
138,5,0.0,1,0,2
138,6,0.0,2,0,3
138,7,0.0,3,0,3
138,8,0.0,3,1,0
138,9,0.0,0,0,1
138,10,0.0,1,1,0
138,11,0.0,0,0,1
138,12,0.0,1,1,0
138,13,0.0,0,0,1
138,14,0.0,1,0,2
138,15,0.0,2,0,3
138,16,0.0,3,1,0
138,17,0.0,0,0,1
138,18,0.0,1,0,2
138,19,0.0,2,0,3
138,20,0.0,3,0,4
138,21,0.0,4,1,0
138,22,0.0,0,0,1
138,23,0.0,1,0,2
138,24,0.0,2,0,3
138,25,0.0,3,0,4
138,26,0.0,4,1,0
138,27,0.0,0,0,1
138,28,0.0,1,1,0
138,29,0.0,0,1,0
139,0,1.0,2,0,3
139,1,1.0,3,0,4
139,2,1.0,4,1,0
139,3,1.0,0,0,0
139,4,1.0,0,0,1
139,5,1.0,1,0,2
139,6,1.0,2,1,0
139,7,1.0,0,0,1
139,8,1.0,1,0,2
139,9,1.0,2,1,0
139,10,1.0,0,0,1
139,11,1.0,1,1,1
139,12,1.0,1,0,2
139,13,1.0,2,0,3
139,14,1.0,3,1,0
139,15,1.0,0,0,1
139,16,1.0,1,1,0
139,17,1.0,0,0,1
139,18,1.0,1,1,0
139,19,1.0,0,0,0
139,20,1.0,0,0,0
139,21,1.0,0,0,1
139,22,1.0,1,0,2
139,23,1.0,2,1,0
139,24,1.0,0,0,1
139,25,1.0,1,1,0
139,26,1.0,0,0,1
139,27,1.0,1,0,1
139,28,1.0,1,0,2
139,29,1.0,2,1,0
140,0,0.0,1,1,0
140,1,0.0,0,0,1
140,2,0.0,1,1,0
140,3,0.0,0,0,1
140,4,0.0,1,0,2
140,5,0.0,2,0,3
140,6,0.0,3,1,0
140,7,0.0,0,0,0
140,8,0.0,0,0,1
140,9,0.0,1,1,1
140,10,0.0,1,0,2
140,11,0.0,2,0,3
140,12,0.0,3,1,0
140,13,0.0,0,0,1
140,14,0.0,1,1,0
140,15,0.0,0,0,0
140,16,0.0,0,0,1
140,17,0.0,1,0,2
140,18,0.0,2,1,0
140,19,0.0,0,0,1
140,20,0.0,1,1,0
140,21,0.0,0,0,1
140,22,0.0,1,1,0
140,23,0.0,0,1,0
140,24,0.0,0,0,1
140,25,0.0,1,0,2
140,26,0.0,2,1,0
140,27,0.0,0,0,0
140,28,0.0,0,0,1
140,29,0.0,1,0,2
141,0,1.0,1,1,0
141,1,1.0,0,0,1
141,2,1.0,1,1,0
141,3,1.0,0,0,1
141,4,1.0,1,0,1
141,5,1.0,1,0,2
141,6,1.0,2,1,0
141,7,1.0,0,0,1
141,8,1.0,1,0,2
141,9,1.0,2,1,0
141,10,1.0,0,0,1
141,11,1.0,1,1,0
141,12,1.0,0,0,1
141,13,1.0,1,0,1
141,14,1.0,1,0,2
141,15,1.0,2,0,2
141,16,1.0,2,1,0
141,17,1.0,0,0,1
141,18,1.0,1,1,0
141,19,1.0,0,0,1
141,20,1.0,1,0,1
141,21,1.0,1,0,1
141,22,1.0,1,0,2
141,23,1.0,2,0,3
141,24,1.0,3,0,4
141,25,1.0,4,1,0
141,26,1.0,0,1,1
141,27,1.0,1,1,1
141,28,1.0,1,0,1
141,29,1.0,1,0,2
142,0,0.0,4,0,4
142,1,0.0,4,1,0
142,2,0.0,0,0,1
142,3,0.0,1,0,2
142,4,0.0,2,0,2
142,5,0.0,2,0,3
142,6,0.0,3,1,0
142,7,0.0,0,0,0
142,8,0.0,0,0,0
142,9,0.0,0,0,1
142,10,0.0,1,0,2
142,11,0.0,2,1,0
142,12,0.0,0,0,0
142,13,0.0,0,0,1
142,14,0.0,1,0,2
142,15,0.0,2,0,3
142,16,0.0,3,1,1
142,17,0.0,1,0,2
142,18,0.0,2,1,0
142,19,0.0,0,0,1
142,20,0.0,1,0,2
142,21,0.0,2,0,3
142,22,0.0,3,1,0
142,23,0.0,0,0,1
142,24,0.0,1,0,1
142,25,0.0,1,0,2
142,26,0.0,2,0,3
142,27,0.0,3,1,0
142,28,0.0,0,0,1
142,29,0.0,1,0,2
143,0,1.0,0,0,1
143,1,1.0,1,1,0
143,2,1.0,0,0,1
143,3,1.0,1,0,2
143,4,1.0,2,1,0
143,5,1.0,0,0,0
143,6,1.0,0,0,1
143,7,1.0,1,1,0
143,8,1.0,0,0,0
143,9,1.0,0,0,1
143,10,1.0,1,1,0
143,11,1.0,0,0,1
143,12,1.0,1,0,2
143,13,1.0,2,1,0
143,14,1.0,0,0,1
143,15,1.0,1,1,0
143,16,1.0,0,0,1
143,17,1.0,1,0,2
143,18,1.0,2,0,2
143,19,1.0,2,1,0
143,20,1.0,0,0,1
143,21,1.0,1,0,2
143,22,1.0,2,0,3
143,23,1.0,3,1,0
143,24,1.0,0,0,1
143,25,1.0,1,0,2
143,26,1.0,2,1,0
143,27,1.0,0,0,0
143,28,1.0,0,0,1
143,29,1.0,1,1,0
144,0,0.0,1,1,0
144,1,0.0,0,0,1
144,2,0.0,1,0,1
144,3,0.0,1,0,1
144,4,0.0,1,0,2
144,5,0.0,2,1,1
144,6,0.0,1,1,0
144,7,0.0,0,0,1
144,8,0.0,1,0,2
144,9,0.0,2,0,3
144,10,0.0,3,1,0
144,11,0.0,0,0,1
144,12,0.0,1,0,2
144,13,0.0,2,0,3
144,14,0.0,3,0,4
144,15,0.0,4,0,4
144,16,0.0,4,0,4
144,17,0.0,4,0,4
144,18,0.0,4,0,4
144,19,0.0,4,1,0
144,20,0.0,0,0,1
144,21,0.0,1,0,2
144,22,0.0,2,0,3
144,23,0.0,3,1,0
144,24,0.0,0,0,1
144,25,0.0,1,0,2
144,26,0.0,2,0,3
144,27,0.0,3,1,0
144,28,0.0,0,0,0
144,29,0.0,0,0,0
145,0,1.0,3,1,1
145,1,1.0,1,0,1
145,2,1.0,1,0,2
145,3,1.0,2,0,3
145,4,1.0,3,0,3
145,5,1.0,3,0,4
145,6,1.0,4,1,1
145,7,1.0,1,0,2
145,8,1.0,2,0,3
145,9,1.0,3,1,0
145,10,1.0,0,1,0
145,11,1.0,0,0,1
145,12,1.0,1,0,2
145,13,1.0,2,1,0
145,14,1.0,0,0,1
145,15,1.0,1,1,0
145,16,1.0,0,0,1
145,17,1.0,1,0,2
145,18,1.0,2,0,3
145,19,1.0,3,1,0
145,20,1.0,0,0,1
145,21,1.0,1,0,2
145,22,1.0,2,1,0
145,23,1.0,0,0,0
145,24,1.0,0,0,1
145,25,1.0,1,1,0
145,26,1.0,0,1,0
145,27,1.0,0,0,0
145,28,1.0,0,0,1
145,29,1.0,1,1,0
146,0,0.0,4,0,4
146,1,0.0,4,1,0
146,2,0.0,0,0,1
146,3,0.0,1,0,2
146,4,0.0,2,0,3
146,5,0.0,3,0,4
146,6,0.0,4,1,0
146,7,0.0,0,0,1
146,8,0.0,1,0,1
146,9,0.0,1,1,0
146,10,0.0,0,0,1
146,11,0.0,1,0,2
146,12,0.0,2,0,2
146,13,0.0,2,0,3
146,14,0.0,3,1,0
146,15,0.0,0,0,1
146,16,0.0,1,0,2
146,17,0.0,2,0,3
146,18,0.0,3,0,3
146,19,0.0,3,1,1
146,20,0.0,1,0,2
146,21,0.0,2,1,0
146,22,0.0,0,0,1
146,23,0.0,1,1,0
146,24,0.0,0,0,1
146,25,0.0,1,0,2
146,26,0.0,2,1,0
146,27,0.0,0,0,1
146,28,0.0,1,1,1
146,29,0.0,1,0,2
147,0,1.0,1,1,0
147,1,1.0,0,0,1
147,2,1.0,1,1,0
147,3,1.0,0,0,1
147,4,1.0,1,0,2
147,5,1.0,2,1,0
147,6,1.0,0,0,1
147,7,1.0,1,0,2
147,8,1.0,2,0,3
147,9,1.0,3,1,0
147,10,1.0,0,0,0
147,11,1.0,0,0,1
147,12,1.0,1,1,1
147,13,1.0,1,0,2
147,14,1.0,2,1,0
147,15,1.0,0,0,1
147,16,1.0,1,0,2
147,17,1.0,2,1,0
147,18,1.0,0,0,0
147,19,1.0,0,0,0
147,20,1.0,0,1,0
147,21,1.0,0,1,0
147,22,1.0,0,0,1
147,23,1.0,1,0,2
147,24,1.0,2,0,3
147,25,1.0,3,1,0
147,26,1.0,0,0,1
147,27,1.0,1,0,2
147,28,1.0,2,1,0
147,29,1.0,0,1,0
148,0,0.0,1,0,2
148,1,0.0,2,0,3
148,2,0.0,3,1,0
148,3,0.0,0,0,1
148,4,0.0,1,0,2
148,5,0.0,2,1,1
148,6,0.0,1,1,0
148,7,0.0,0,0,1
148,8,0.0,1,0,1
148,9,0.0,1,1,0
148,10,0.0,0,0,1
148,11,0.0,1,1,0
148,12,0.0,0,0,1
148,13,0.0,1,1,0
148,14,0.0,0,0,1
148,15,0.0,1,1,0
148,16,0.0,0,0,0
148,17,0.0,0,0,1
148,18,0.0,1,0,2
148,19,0.0,2,1,0
148,20,0.0,0,0,1
148,21,0.0,1,0,1
148,22,0.0,1,0,2
148,23,0.0,2,0,2
148,24,0.0,2,1,0
148,25,0.0,0,0,1
148,26,0.0,1,0,2
148,27,0.0,2,0,3
148,28,0.0,3,1,0
148,29,0.0,0,0,1
149,0,1.0,3,1,0
149,1,1.0,0,0,1
149,2,1.0,1,1,1
149,3,1.0,1,0,2
149,4,1.0,2,0,2
149,5,1.0,2,1,0
149,6,1.0,0,0,1
149,7,1.0,1,1,0
149,8,1.0,0,0,0
149,9,1.0,0,1,0
149,10,1.0,0,1,1
149,11,1.0,1,1,0
149,12,1.0,0,0,0
149,13,1.0,0,0,1
149,14,1.0,1,0,2
149,15,1.0,2,0,3
149,16,1.0,3,1,0
149,17,1.0,0,0,1
149,18,1.0,1,0,1
149,19,1.0,1,0,1
149,20,1.0,1,1,1
149,21,1.0,1,0,2
149,22,1.0,2,1,1
149,23,1.0,1,0,2
149,24,1.0,2,1,1
149,25,1.0,1,0,2
149,26,1.0,2,0,3
149,27,1.0,3,1,0
149,28,1.0,0,0,1
149,29,1.0,1,0,2
150,0,0.0,0,0,0
150,1,0.0,0,0,1
150,2,0.0,1,0,2
150,3,0.0,2,0,3
150,4,0.0,3,1,0
150,5,0.0,0,0,0
150,6,0.0,0,0,1
150,7,0.0,1,0,2
150,8,0.0,2,0,3
150,9,0.0,3,0,4
150,10,0.0,4,1,0
150,11,0.0,0,0,1
150,12,0.0,1,0,1
150,13,0.0,1,0,2
150,14,0.0,2,0,3
150,15,0.0,3,1,0
150,16,0.0,0,0,1
150,17,0.0,1,0,2
150,18,0.0,2,1,0
150,19,0.0,0,0,1
150,20,0.0,1,0,1
150,21,0.0,1,0,1
150,22,0.0,1,1,0
150,23,0.0,0,0,0
150,24,0.0,0,0,1
150,25,0.0,1,0,2
150,26,0.0,2,0,2
150,27,0.0,2,0,3
150,28,0.0,3,1,0
150,29,0.0,0,0,1
151,0,1.0,2,1,0
151,1,1.0,0,0,0
151,2,1.0,0,0,1
151,3,1.0,1,0,2
151,4,1.0,2,1,0
151,5,1.0,0,0,0
151,6,1.0,0,0,1
151,7,1.0,1,0,2
151,8,1.0,2,0,3
151,9,1.0,3,1,0
151,10,1.0,0,0,1
151,11,1.0,1,0,2
151,12,1.0,2,1,0
151,13,1.0,0,0,1
151,14,1.0,1,0,2
151,15,1.0,2,0,2
151,16,1.0,2,0,3
151,17,1.0,3,1,0
151,18,1.0,0,1,0
151,19,1.0,0,0,0
151,20,1.0,0,0,1
151,21,1.0,1,0,2
151,22,1.0,2,0,3
151,23,1.0,3,1,0
151,24,1.0,0,0,1
151,25,1.0,1,1,0
151,26,1.0,0,0,0
151,27,1.0,0,0,1
151,28,1.0,1,0,2
151,29,1.0,2,0,3
152,0,0.0,3,1,0
152,1,0.0,0,0,1
152,2,0.0,1,0,2
152,3,0.0,2,0,3
152,4,0.0,3,1,0
152,5,0.0,0,0,1
152,6,0.0,1,0,2
152,7,0.0,2,1,0
152,8,0.0,0,0,0
152,9,0.0,0,0,1
152,10,0.0,1,0,2
152,11,0.0,2,0,3
152,12,0.0,3,1,0
152,13,0.0,0,0,1
152,14,0.0,1,0,2
152,15,0.0,2,0,3
152,16,0.0,3,1,0
152,17,0.0,0,0,0
152,18,0.0,0,0,1
152,19,0.0,1,0,2
152,20,0.0,2,1,1
152,21,0.0,1,0,2
152,22,0.0,2,1,0
152,23,0.0,0,0,1
152,24,0.0,1,0,2
152,25,0.0,2,1,0
152,26,0.0,0,0,1
152,27,0.0,1,0,2
152,28,0.0,2,0,3
152,29,0.0,3,1,0
153,0,1.0,0,0,0
153,1,1.0,0,0,0
153,2,1.0,0,0,1
153,3,1.0,1,1,0
153,4,1.0,0,0,1
153,5,1.0,1,1,0
153,6,1.0,0,0,1
153,7,1.0,1,0,2
153,8,1.0,2,0,3
153,9,1.0,3,0,4
153,10,1.0,4,1,0
153,11,1.0,0,0,1
153,12,1.0,1,0,2
153,13,1.0,2,1,0
153,14,1.0,0,0,1
153,15,1.0,1,1,0
153,16,1.0,0,0,1
153,17,1.0,1,1,0
153,18,1.0,0,0,0
153,19,1.0,0,1,0
153,20,1.0,0,0,0
153,21,1.0,0,0,1
153,22,1.0,1,0,2
153,23,1.0,2,1,0
153,24,1.0,0,1,0
153,25,1.0,0,0,1
153,26,1.0,1,0,2
153,27,1.0,2,0,3
153,28,1.0,3,1,0
153,29,1.0,0,0,0
154,0,0.0,1,0,1
154,1,0.0,1,0,2
154,2,0.0,2,0,2
154,3,0.0,2,0,3
154,4,0.0,3,1,0
154,5,0.0,0,0,1
154,6,0.0,1,1,0
154,7,0.0,0,0,1
154,8,0.0,1,1,0
154,9,0.0,0,0,1
154,10,0.0,1,0,2
154,11,0.0,2,1,0
154,12,0.0,0,0,0
154,13,0.0,0,0,1
154,14,0.0,1,0,2
154,15,0.0,2,1,0
154,16,0.0,0,0,1
154,17,0.0,1,0,2
154,18,0.0,2,0,3
154,19,0.0,3,1,0
154,20,0.0,0,0,1
154,21,0.0,1,0,2
154,22,0.0,2,0,3
154,23,0.0,3,0,4
154,24,0.0,4,1,0
154,25,0.0,0,0,1
154,26,0.0,1,0,2
154,27,0.0,2,1,1
154,28,0.0,1,0,2
154,29,0.0,2,0,2
155,0,1.0,2,1,0
155,1,1.0,0,1,1
155,2,1.0,1,1,0
155,3,1.0,0,0,0
155,4,1.0,0,0,1
155,5,1.0,1,1,0
155,6,1.0,0,0,1
155,7,1.0,1,0,2
155,8,1.0,2,1,0
155,9,1.0,0,0,1
155,10,1.0,1,1,0
155,11,1.0,0,0,1
155,12,1.0,1,0,2
155,13,1.0,2,1,0
155,14,1.0,0,0,1
155,15,1.0,1,0,2
155,16,1.0,2,0,3
155,17,1.0,3,1,0
