agent_id,period,regime,state,action,next_state
58,3,0,0,0,0
58,4,0,0,1,0
58,5,0,0,0,1
58,6,0,1,0,1
58,7,0,1,1,1
58,8,0,1,1,2
58,9,0,2,0,2
58,10,0,2,0,2
58,11,0,2,1,1
58,12,0,1,0,1
58,13,0,1,0,2
58,14,0,2,0,2
58,15,0,2,0,1
58,16,0,1,1,0
58,17,0,0,1,0
58,18,0,0,1,0
58,19,0,0,0,0
59,0,0,2,1,0
59,1,0,0,0,0
59,2,0,0,1,0
59,3,0,0,0,0
59,4,0,0,1,0
59,5,0,0,0,0
59,6,0,0,0,0
59,7,0,0,1,0
59,8,0,0,0,0
59,9,0,0,0,0
59,10,0,0,0,0
59,11,0,0,0,1
59,12,0,1,0,2
59,13,0,2,0,2
59,14,0,2,0,2
59,15,0,2,0,2
59,16,0,2,0,2
59,17,0,2,0,2
59,18,0,2,1,1
59,19,0,1,1,0
60,0,0,1,0,1
60,1,0,1,1,0
60,2,0,0,0,0
60,3,0,0,0,2
60,4,0,2,1,2
60,5,0,2,0,2
60,6,0,2,0,2
60,7,0,2,1,1
60,8,0,1,1,0
60,9,0,0,1,0
60,10,0,0,0,0
60,11,0,0,1,0
60,12,0,0,0,1
60,13,0,1,0,1
60,14,0,1,0,1
60,15,0,1,0,1
60,16,0,1,1,0
60,17,0,0,0,0
60,18,0,0,1,0
60,19,0,0,0,0
61,0,0,0,1,0
61,1,0,0,1,0
61,2,0,0,0,0
61,3,0,0,0,1
61,4,0,1,1,0
61,5,0,0,0,0
61,6,0,0,0,0
61,7,0,0,0,0
61,8,0,0,1,0
61,9,0,0,1,0
61,10,0,0,0,0
61,11,0,0,0,1
61,12,0,1,1,1
61,13,0,1,0,1
61,14,0,1,1,0
61,15,0,0,0,0
61,16,0,0,1,0
61,17,0,0,0,1
61,18,0,1,1,0
61,19,0,0,0,1
62,0,0,2,0,2
62,1,0,2,1,0
62,2,0,0,1,0
62,3,0,0,0,0
62,4,0,0,0,1
62,5,0,1,1,1
62,6,0,1,0,2
62,7,0,2,1,0
62,8,0,0,0,0
62,9,0,0,0,0
62,10,0,0,1,0
62,11,0,0,1,0
62,12,0,0,0,0
62,13,0,0,0,1
62,14,0,1,1,0
62,15,0,0,1,0
62,16,0,0,0,0
62,17,0,0,0,1
62,18,0,1,1,1
62,19,0,1,1,1
63,0,0,1,0,2
63,1,0,2,0,2
63,2,0,2,0,1
63,3,0,1,0,1
63,4,0,1,1,0
63,5,0,0,1,0
63,6,0,0,0,0
63,7,0,0,0,0
63,8,0,0,0,1
63,9,0,1,0,1
63,10,0,1,1,0
63,11,0,0,0,1
63,12,0,1,0,1
63,13,0,1,0,1
63,14,0,1,1,1
63,15,0,1,1,0
63,16,0,0,1,1
63,17,0,1,1,1
63,18,0,1,1,0
63,19,0,0,0,0
64,0,0,2,1,1
64,1,0,1,1,1
64,2,0,1,1,0
64,3,0,0,0,0
64,4,0,0,1,0
64,5,0,0,0,0
64,6,0,0,0,0
64,7,0,0,0,0
64,8,0,0,0,0
64,9,0,0,0,1
64,10,0,1,0,1
64,11,0,1,1,1
64,12,0,1,0,1
64,13,0,1,1,1
64,14,0,1,0,2
64,15,0,2,0,2
64,16,0,2,0,2
64,17,0,2,0,2
64,18,0,2,0,2
64,19,0,2,1,1
65,0,0,1,0,1
65,1,0,1,1,2
65,2,0,2,0,2
65,3,0,2,0,2
65,4,0,2,0,2
65,5,0,2,0,2
65,6,0,2,0,2
65,7,0,2,1,2
65,8,0,2,1,1
65,9,0,1,0,1
65,10,0,1,0,1
65,11,0,1,1,0
65,12,0,0,1,0
65,13,0,0,0,0
65,14,0,0,1,0
65,15,0,0,1,0
65,16,0,0,0,0
65,17,0,0,0,0
65,18,0,0,1,0
65,19,0,0,0,0
66,0,0,1,0,2
66,1,0,2,1,1
66,2,0,1,1,1
66,3,0,1,1,0
66,4,0,0,1,2
66,5,0,2,1,1
66,6,0,1,1,1
66,7,0,1,0,1
66,8,0,1,0,1
66,9,0,1,0,0
66,10,0,0,0,1
66,11,0,1,0,1
66,12,0,1,0,1
66,13,0,1,1,0
66,14,0,0,0,0
66,15,0,0,0,0
66,16,0,0,1,0
66,17,0,0,1,0
66,18,0,0,0,0
66,19,0,0,1,0
67,0,0,2,0,2
67,1,0,2,1,2
67,2,0,2,1,0
67,3,0,0,1,0
67,4,0,0,1,0
67,5,0,0,0,0
67,6,0,0,1,1
67,7,0,1,1,0
67,8,0,0,0,0
67,9,0,0,1,0
67,10,0,0,0,1
67,11,0,1,0,1
67,12,0,1,1,0
67,13,0,0,0,0
67,14,0,0,0,0
67,15,0,0,0,0
67,16,0,0,0,0
67,17,0,0,0,1
67,18,0,1,1,0
67,19,0,0,1,0
68,0,0,0,0,1
68,1,0,1,1,2
68,2,0,2,1,0
68,3,0,0,1,0
68,4,0,0,1,1
68,5,0,1,1,0
68,6,0,0,1,0
68,7,0,0,0,1
68,8,0,1,1,0
68,9,0,0,0,0
68,10,0,0,1,0
68,11,0,0,1,0
68,12,0,0,1,0
68,13,0,0,0,0
68,14,0,0,0,0
68,15,0,0,0,0
68,16,0,0,0,1
68,17,0,1,0,2
68,18,0,2,1,0
68,19,0,0,0,1
69,0,0,1,0,1
69,1,0,1,1,0
69,2,0,0,1,1
69,3,0,1,1,0
69,4,0,0,0,1
69,5,0,1,0,0
69,6,0,0,1,0
69,7,0,0,1,0
69,8,0,0,0,2
69,9,0,2,0,2
69,10,0,2,1,2
69,11,0,2,0,2
69,12,0,2,0,2
69,13,0,2,1,1
69,14,0,1,1,0
69,15,0,0,0,1
69,16,0,1,1,0
69,17,0,0,0,0
69,18,0,0,1,0
69,19,0,0,1,0
70,0,0,0,0,1
70,1,0,1,1,1
70,2,0,1,0,1
70,3,0,1,1,0
70,4,0,0,0,0
70,5,0,0,1,0
70,6,0,0,0,1
70,7,0,1,1,2
70,8,0,2,0,2
70,9,0,2,0,2
70,10,0,2,1,0
70,11,0,0,0,2
70,12,0,2,1,0
70,13,0,0,0,0
70,14,0,0,0,0
70,15,0,0,0,1
70,16,0,1,1,0
70,17,0,0,0,0
70,18,0,0,0,0
70,19,0,0,0,0
71,0,0,0,0,0
71,1,0,0,1,0
71,2,0,0,0,0
71,3,0,0,0,0
71,4,0,0,0,0
71,5,0,0,0,0
71,6,0,0,1,1
71,7,0,1,1,0
71,8,0,0,1,0
71,9,0,0,0,1
71,10,0,1,0,0
71,11,0,0,0,0
71,12,0,0,0,0
71,13,0,0,0,0
71,14,0,0,1,0
71,15,0,0,0,0
71,16,0,0,0,0
71,17,0,0,1,0
71,18,0,0,0,0
71,19,0,0,0,0
72,0,0,0,1,0
72,1,0,0,0,0
72,2,0,0,0,1
72,3,0,1,0,1
72,4,0,1,1,1
72,5,0,1,1,0
72,6,0,0,0,0
72,7,0,0,1,0
72,8,0,0,0,1
72,9,0,1,0,1
72,10,0,1,0,1
72,11,0,1,1,0
72,12,0,0,1,0
72,13,0,0,0,0
72,14,0,0,1,0
72,15,0,0,0,0
72,16,0,0,1,0
72,17,0,0,0,1
72,18,0,1,0,1
72,19,0,1,0,1
73,0,0,1,0,1
73,1,0,1,0,1
73,2,0,1,0,2
73,3,0,2,1,2
73,4,0,2,1,1
73,5,0,1,1,0
73,6,0,0,0,0
73,7,0,0,0,1
73,8,0,1,1,0
73,9,0,0,1,0
73,10,0,0,0,1
73,11,0,1,0,1
73,12,0,1,0,2
73,13,0,2,1,1
73,14,0,1,1,0
73,15,0,0,0,0
73,16,0,0,0,1
73,17,0,1,1,0
73,18,0,0,0,0
73,19,0,0,0,1
74,0,0,0,1,0
74,1,0,0,0,2
74,2,0,2,0,2
74,3,0,2,1,1
74,4,0,1,1,0
74,5,0,0,0,0
74,6,0,0,0,0
74,7,0,0,0,0
74,8,0,0,0,2
74,9,0,2,1,0
74,10,0,0,0,0
74,11,0,0,0,2
74,12,0,2,1,1
74,13,0,1,0,1
74,14,0,1,1,0
74,15,0,0,0,0
74,16,0,0,1,0
74,17,0,0,0,1
74,18,0,1,0,1
74,19,0,1,0,1
75,0,0,1,1,1
75,1,0,1,1,0
75,2,0,0,0,0
75,3,0,0,1,0
75,4,0,0,0,0
75,5,0,0,1,0
75,6,0,0,0,2
75,7,0,2,1,1
75,8,0,1,0,1
75,9,0,1,0,2
75,10,0,2,0,2
75,11,0,2,0,1
75,12,0,1,1,1
75,13,0,1,0,1
75,14,0,1,1,1
75,15,0,1,1,2
75,16,0,2,1,0
75,17,0,0,1,0
75,18,0,0,1,0
75,19,0,0,1,0
76,0,0,0,0,1
76,1,0,1,0,1
76,2,0,1,1,1
76,3,0,1,0,1
76,4,0,1,1,1
76,5,0,1,0,1
76,6,0,1,0,1
76,7,0,1,1,0
76,8,0,0,0,0
76,9,0,0,0,1
76,10,0,1,0,1
76,11,0,1,1,0
76,12,0,0,0,1
76,13,0,1,1,0
76,14,0,0,0,0
76,15,0,0,0,0
76,16,0,0,0,0
76,17,0,0,0,0
76,18,0,0,0,0
76,19,0,0,0,2
77,0,0,1,0,1
77,1,0,1,0,2
77,2,0,2,1,1
77,3,0,1,0,1
77,4,0,1,1,2
77,5,0,2,1,1
77,6,0,1,1,1
77,7,0,1,1,1
77,8,0,1,0,2
77,9,0,2,1,1
77,10,0,1,1,0
77,11,0,0,0,0
77,12,0,0,0,1
77,13,0,1,1,0
77,14,0,0,0,0
77,15,0,0,1,0
77,16,0,0,1,0
77,17,0,0,0,0
77,18,0,0,0,1
77,19,0,1,0,1
78,0,0,1,1,0
78,1,0,0,0,0
78,2,0,0,1,0
78,3,0,0,1,0
78,4,0,0,0,0
78,5,0,0,1,0
78,6,0,0,1,0
78,7,0,0,0,0
78,8,0,0,0,1
78,9,0,1,0,1
78,10,0,1,1,0
78,11,0,0,0,0
78,12,0,0,1,0
78,13,0,0,0,1
78,14,0,1,0,1
78,15,0,1,1,0
78,16,0,0,0,0
78,17,0,0,0,0
78,18,0,0,1,0
78,19,0,0,0,0
79,0,0,0,1,0
79,1,0,0,1,0
79,2,0,0,0,0
79,3,0,0,0,0
79,4,0,0,0,1
79,5,0,1,0,1
79,6,0,1,0,2
79,7,0,2,0,2
79,8,0,2,1,2
79,9,0,2,0,2
79,10,0,2,1,2
79,11,0,2,0,2
79,12,0,2,1,0
79,13,0,0,0,0
79,14,0,0,1,0
79,15,0,0,0,1
79,16,0,1,0,1
79,17,0,1,0,2
79,18,0,2,1,1
79,19,0,1,0,1
80,0,0,2,0,2
80,1,0,2,1,0
80,2,0,0,1,0
80,3,0,0,0,1
80,4,0,1,1,1
80,5,0,1,0,1
80,6,0,1,0,1
80,7,0,1,0,1
80,8,0,1,1,0
80,9,0,0,0,0
80,10,0,0,0,1
80,11,0,1,0,0
80,12,0,0,0,0
80,13,0,0,0,0
80,14,0,0,1,0
80,15,0,0,0,0
80,16,0,0,0,0
80,17,0,0,1,0
80,18,0,0,0,1
80,19,0,1,1,1
81,0,0,1,0,1
81,1,0,1,1,1
81,2,0,1,0,1
81,3,0,1,1,0
81,4,0,0,0,1
81,5,0,1,1,2
81,6,0,2,1,0
81,7,0,0,0,0
81,8,0,0,1,0
81,9,0,0,0,0
81,10,0,0,0,1
81,11,0,1,0,1
81,12,0,1,0,1
81,13,0,1,0,1
81,14,0,1,0,2
81,15,0,2,1,1
81,16,0,1,1,0
81,17,0,0,0,0
81,18,0,0,0,1
81,19,0,1,0,2
82,0,0,2,1,2
82,1,0,2,0,2
82,2,0,2,0,2
82,3,0,2,0,2
82,4,0,2,1,0
82,5,0,0,1,0
82,6,0,0,0,0
82,7,0,0,1,0
82,8,0,0,0,1
82,9,0,1,1,0
82,10,0,0,0,0
82,11,0,0,0,0
82,12,0,0,0,0
82,13,0,0,0,0
82,14,0,0,1,0
82,15,0,0,0,2
82,16,0,2,0,2
82,17,0,2,0,2
82,18,0,2,1,1
82,19,0,1,0,1
83,0,0,0,1,1
83,1,0,1,0,2
83,2,0,2,1,1
83,3,0,1,0,1
83,4,0,1,1,0
83,5,0,0,0,1
83,6,0,1,1,0
83,7,0,0,1,0
83,8,0,0,0,0
83,9,0,0,0,1
83,10,0,1,0,1
83,11,0,1,1,1
83,12,0,1,0,1
83,13,0,1,0,1
83,14,0,1,0,2
83,15,0,2,0,2
83,16,0,2,1,1
83,17,0,1,1,0
83,18,0,0,0,0
83,19,0,0,0,1
84,0,0,0,0,0
84,1,0,0,0,0
84,2,0,0,0,0
84,3,0,0,0,0
84,4,0,0,1,0
84,5,0,0,0,0
84,6,0,0,0,0
84,7,0,0,1,0
84,8,0,0,1,0
84,9,0,0,0,1
84,10,0,1,1,2
84,11,0,2,1,0
84,12,0,0,0,0
84,13,0,0,0,0
84,14,0,0,0,0
84,15,0,0,0,0
84,16,0,0,0,1
84,17,0,1,1,1
84,18,0,1,1,1
84,19,0,1,0,1
85,0,0,1,1,2
85,1,0,2,1,1
85,2,0,1,0,2
85,3,0,2,1,0
85,4,0,0,0,0
85,5,0,0,1,0
85,6,0,0,1,0
85,7,0,0,0,0
85,8,0,0,0,1
85,9,0,1,1,0
85,10,0,0,0,0
85,11,0,0,1,0
85,12,0,0,1,0
85,13,0,0,0,0
85,14,0,0,0,0
85,15,0,0,1,0
85,16,0,0,0,1
85,17,0,1,0,1
85,18,0,1,0,1
85,19,0,1,0,1
86,0,0,1,0,1
86,1,0,1,1,1
86,2,0,1,1,1
86,3,0,1,1,0
86,4,0,0,0,0
86,5,0,0,1,0
86,6,0,0,0,1
86,7,0,1,1,1
86,8,0,1,0,1
86,9,0,1,0,2
86,10,0,2,1,2
86,11,0,2,1,0
86,12,0,0,1,0
86,13,0,0,0,2
86,14,0,2,1,0
86,15,0,0,0,0
86,16,0,0,0,1
86,17,0,1,1,0
86,18,0,0,0,0
86,19,0,0,0,2
87,0,0,2,1,0
87,1,0,0,0,2
87,2,0,2,1,1
87,3,0,1,0,1
87,4,0,1,0,1
87,5,0,1,0,2
87,6,0,2,0,2
87,7,0,2,1,0
87,8,0,0,0,0
87,9,0,0,0,0
87,10,0,0,1,0
87,11,0,0,0,0
87,12,0,0,1,0
87,13,0,0,0,1
87,14,0,1,1,1
87,15,0,1,0,2
87,16,0,2,0,2
87,17,0,2,0,2
87,18,0,2,0,2
87,19,0,2,0,2
88,0,0,1,1,0
88,1,0,0,0,0
88,2,0,0,1,0
88,3,0,0,0,0
88,4,0,0,1,0
88,5,0,0,0,0
88,6,0,0,0,0
88,7,0,0,0,0
88,8,0,0,0,1
88,9,0,1,1,0
88,10,0,0,0,0
88,11,0,0,0,0
88,12,0,0,0,0
88,13,0,0,0,1
88,14,0,1,1,0
88,15,0,0,0,0
88,16,0,0,1,0
88,17,0,0,0,0
88,18,0,0,0,0
88,19,0,0,1,0
89,0,0,1,1,1
89,1,0,1,1,1
89,2,0,1,0,1
89,3,0,1,0,1
89,4,0,1,0,1
89,5,0,1,0,1
89,6,0,1,0,1
89,7,0,1,0,1
89,8,0,1,0,1
89,9,0,1,1,0
89,10,0,0,0,0
89,11,0,0,0,1
89,12,0,1,1,0
89,13,0,0,1,0
89,14,0,0,1,0
89,15,0,0,1,0
89,16,0,0,0,0
89,17,0,0,0,1
89,18,0,1,0,0
89,19,0,0,1,0
90,0,0,2,1,1
90,1,0,1,0,2
90,2,0,2,0,2
90,3,0,2,1,2
90,4,0,2,0,2
90,5,0,2,1,2
90,6,0,2,0,2
90,7,0,2,0,1
90,8,0,1,0,1
90,9,0,1,1,0
90,10,0,0,1,0
90,11,0,0,0,0
90,12,0,0,0,0
90,13,0,0,0,0
90,14,0,0,0,0
90,15,0,0,0,0
90,16,0,0,1,0
90,17,0,0,0,0
90,18,0,0,1,0
90,19,0,0,0,2
91,0,0,0,0,1
91,1,0,1,0,0
91,2,0,0,0,0
91,3,0,0,0,0
91,4,0,0,1,1
91,5,0,1,0,1
91,6,0,1,0,2
91,7,0,2,1,1
91,8,0,1,0,1
91,9,0,1,0,1
91,10,0,1,0,1
91,11,0,1,0,1
91,12,0,1,0,1
91,13,0,1,1,1
91,14,0,1,1,0
91,15,0,0,0,0
91,16,0,0,1,0
91,17,0,0,0,1
91,18,0,1,0,0
91,19,0,0,1,0
92,0,0,0,0,1
92,1,0,1,0,1
92,2,0,1,0,1
92,3,0,1,1,0
92,4,0,0,0,0
92,5,0,0,1,0
92,6,0,0,0,0
92,7,0,0,0,0
92,8,0,0,0,0
92,9,0,0,0,0
92,10,0,0,1,0
92,11,0,0,1,0
92,12,0,0,0,0
92,13,0,0,0,0
92,14,0,0,0,0
92,15,0,0,0,0
92,16,0,0,0,1
92,17,0,1,1,0
92,18,0,0,0,0
92,19,0,0,1,0
93,0,0,2,0,2
93,1,0,2,1,0
93,2,0,0,0,0
93,3,0,0,1,0
93,4,0,0,0,0
93,5,0,0,1,0
93,6,0,0,0,0
93,7,0,0,1,1
93,8,0,1,1,2
93,9,0,2,0,2
93,10,0,2,1,0
93,11,0,0,1,0
93,12,0,0,0,0
93,13,0,0,1,1
93,14,0,1,0,2
93,15,0,2,0,2
93,16,0,2,1,1
93,17,0,1,0,1
93,18,0,1,1,1
93,19,0,1,1,1
94,0,0,1,0,1
94,1,0,1,0,2
94,2,0,2,0,1
94,3,0,1,0,2
94,4,0,2,1,1
94,5,0,1,0,1
94,6,0,1,1,1
94,7,0,1,0,1
94,8,0,1,1,0
94,9,0,0,1,0
94,10,0,0,1,0
94,11,0,0,0,0
94,12,0,0,0,1
94,13,0,1,0,1
94,14,0,1,0,1
94,15,0,1,0,1
94,16,0,1,0,1
94,17,0,1,0,1
94,18,0,1,1,1
94,19,0,1,1,1
95,0,0,2,1,0
95,1,0,0,0,1
95,2,0,1,0,1
95,3,0,1,0,1
95,4,0,1,1,0
95,5,0,0,0,0
95,6,0,0,1,0
95,7,0,0,1,0
95,8,0,0,0,1
95,9,0,1,1,2
95,10,0,2,1,1
95,11,0,1,0,1
95,12,0,1,1,1
95,13,0,1,0,2
95,14,0,2,1,1
95,15,0,1,0,1
95,16,0,1,0,0
95,17,0,0,1,0
95,18,0,0,0,0
95,19,0,0,0,0
96,0,0,0,0,1
96,1,0,1,0,1
96,2,0,1,0,2
96,3,0,2,0,2
96,4,0,2,1,0
96,5,0,0,0,0
96,6,0,0,1,0
96,7,0,0,0,1
96,8,0,1,1,1
96,9,0,1,1,1
96,10,0,1,1,0
96,11,0,0,0,0
96,12,0,0,0,0
96,13,0,0,0,0
96,14,0,0,0,0
96,15,0,0,0,0
96,16,0,0,1,0
96,17,0,0,0,0
96,18,0,0,0,1
96,19,0,1,1,2
97,0,0,0,0,1
97,1,0,1,1,0
97,2,0,0,0,0
97,3,0,0,0,1
97,4,0,1,0,2
97,5,0,2,0,2
97,6,0,2,1,0
97,7,0,0,0,0
97,8,0,0,0,0
97,9,0,0,0,0
97,10,0,0,0,1
97,11,0,1,1,1
97,12,0,1,1,0
97,13,0,0,1,0
97,14,0,0,1,0
97,15,0,0,0,0
97,16,0,0,1,0
97,17,0,0,1,0
97,18,0,0,0,0
97,19,0,0,1,0
98,0,0,0,1,0
98,1,0,0,0,1
98,2,0,1,1,1
98,3,0,1,1,0
98,4,0,0,1,0
98,5,0,0,1,0
98,6,0,0,0,1
98,7,0,1,1,2
98,8,0,2,1,2
98,9,0,2,1,1
98,10,0,1,1,1
98,11,0,1,0,1
98,12,0,1,0,1
98,13,0,1,0,0
98,14,0,0,0,0
98,15,0,0,0,0
98,16,0,0,1,0
98,17,0,0,0,0
98,18,0,0,0,0
98,19,0,0,0,1
99,0,0,0,1,0
99,1,0,0,0,0
99,2,0,0,0,0
99,3,0,0,0,0
99,4,0,0,1,0
99,5,0,0,0,0
99,6,0,0,0,1
99,7,0,1,1,0
99,8,0,0,0,1
99,9,0,1,1,1
99,10,0,1,0,1
99,11,0,1,0,1
99,12,0,1,0,2
99,13,0,2,0,2
99,14,0,2,1,1
99,15,0,1,1,0
99,16,0,0,0,0
99,17,0,0,0,0
99,18,0,0,0,0
99,19,0,0,0,0
100,0,0,0,1,0
100,1,0,0,1,0
100,2,0,0,1,0
100,3,0,0,1,0
100,4,0,0,0,1
100,5,0,1,0,2
100,6,0,2,0,2
100,7,0,2,0,2
100,8,0,2,1,2
100,9,0,2,1,1
100,10,0,1,1,0
100,11,0,0,1,0
100,12,0,0,0,0
100,13,0,0,1,0
100,14,0,0,1,0
100,15,0,0,0,1
100,16,0,1,1,0
100,17,0,0,1,1
100,18,0,1,1,0
100,19,0,0,0,0
101,0,0,0,1,0
101,1,0,0,1,0
101,2,0,0,1,0
101,3,0,0,0,0
101,4,0,0,0,0
101,5,0,0,0,0
101,6,0,0,1,0
101,7,0,0,0,0
101,8,0,0,1,0
101,9,0,0,0,0
101,10,0,0,0,0
101,11,0,0,0,1
101,12,0,1,1,0
101,13,0,0,0,2
101,14,0,2,1,0
101,15,0,0,1,0
101,16,0,0,0,0
101,17,0,0,0,1
101,18,0,1,0,2
101,19,0,2,0,2
102,0,0,0,0,1
102,1,0,1,0,0
102,2,0,0,0,0
102,3,0,0,0,0
102,4,0,0,1,1
102,5,0,1,0,1
102,6,0,1,0,1
102,7,0,1,0,1
102,8,0,1,1,0
102,9,0,0,0,0
102,10,0,0,0,0
102,11,0,0,1,0
102,12,0,0,1,0
102,13,0,0,1,0
102,14,0,0,1,0
102,15,0,0,0,0
102,16,0,0,0,0
102,17,0,0,1,0
102,18,0,0,0,1
102,19,0,1,1,0
103,0,0,0,0,0
103,1,0,0,0,1
103,2,0,1,0,1
103,3,0,1,0,2
103,4,0,2,0,2
103,5,0,2,0,2
103,6,0,2,0,1
103,7,0,1,0,2
103,8,0,2,0,2
103,9,0,2,1,2
103,10,0,2,0,0
103,11,0,0,1,1
103,12,0,1,1,0
103,13,0,0,0,1
103,14,0,1,1,1
103,15,0,1,1,0
103,16,0,0,0,0
103,17,0,0,1,0
103,18,0,0,0,0
103,19,0,0,0,0
104,0,0,2,1,1
104,1,0,1,0,1
104,2,0,1,1,1
104,3,0,1,1,0
104,4,0,0,1,0
104,5,0,0,0,1
104,6,0,1,0,1
104,7,0,1,0,2
104,8,0,2,1,1
104,9,0,1,1,0
104,10,0,0,1,1
104,11,0,1,1,1
104,12,0,1,0,1
104,13,0,1,1,0
104,14,0,0,0,0
104,15,0,0,0,0
104,16,0,0,1,0
104,17,0,0,1,0
104,18,0,0,0,0
104,19,0,0,1,0
105,0,0,0,1,0
105,1,0,0,0,1
105,2,0,1,1,0
105,3,0,0,0,0
105,4,0,0,0,0
105,5,0,0,1,0
105,6,0,0,0,0
105,7,0,0,0,0
105,8,0,0,0,0
105,9,0,0,0,0
105,10,0,0,1,0
105,11,0,0,0,1
105,12,0,1,0,1
105,13,0,1,1,0
105,14,0,0,0,0
105,15,0,0,0,1
105,16,0,1,0,1
105,17,0,1,0,1
105,18,0,1,0,2
105,19,0,2,0,2
106,0,0,1,1,0
106,1,0,0,0,0
106,2,0,0,0,0
106,3,0,0,0,0
106,4,0,0,1,1
106,5,0,1,1,1
106,6,0,1,0,1
106,7,0,1,0,1
106,8,0,1,1,0
106,9,0,0,1,0
106,10,0,0,0,0
106,11,0,0,0,1
106,12,0,1,1,0
106,13,0,0,0,0
106,14,0,0,0,0
106,15,0,0,0,0
106,16,0,0,0,0
106,17,0,0,1,0
106,18,0,0,1,0
106,19,0,0,1,0
107,0,0,0,1,0
107,1,0,0,0,1
107,2,0,1,1,0
107,3,0,0,0,1
107,4,0,1,0,1
107,5,0,1,1,1
107,6,0,1,1,1
107,7,0,1,0,2
107,8,0,2,1,1
107,9,0,1,0,1
107,10,0,1,1,0
107,11,0,0,0,0
107,12,0,0,0,1
107,13,0,1,0,2
107,14,0,2,0,0
107,15,0,0,1,0
107,16,0,0,0,0
107,17,0,0,0,0
107,18,0,0,0,0
107,19,0,0,1,0
108,0,0,2,0,0
108,1,0,0,1,0
108,2,0,0,0,0
108,3,0,0,1,0
108,4,0,0,1,0
108,5,0,0,0,2
108,6,0,2,1,1
108,7,0,1,1,1
108,8,0,1,1,0
108,9,0,0,0,0
108,10,0,0,1,0
108,11,0,0,1,0
108,12,0,0,1,0
108,13,0,0,0,0
108,14,0,0,0,1
108,15,0,1,0,1
108,16,0,1,0,1
108,17,0,1,0,2
108,18,0,2,1,0
108,19,0,0,1,0
109,0,0,1,1,0
109,1,0,0,0,0
109,2,0,0,0,0
109,3,0,0,0,0
109,4,0,0,0,0
109,5,0,0,1,0
109,6,0,0,0,0
109,7,0,0,0,0
109,8,0,0,0,0
109,9,0,0,0,1
109,10,0,1,0,2
109,11,0,2,0,1
109,12,0,1,1,1
109,13,0,1,1,0
109,14,0,0,0,2
109,15,0,2,0,2
109,16,0,2,1,0
109,17,0,0,0,0
109,18,0,0,0,0
109,19,0,0,0,0
110,0,0,1,0,1
110,1,0,1,1,0
110,2,0,0,0,0
110,3,0,0,1,0
110,4,0,0,0,0
110,5,0,0,1,0
110,6,0,0,0,1
110,7,0,1,0,1
110,8,0,1,1,1
110,9,0,1,0,0
110,10,0,0,0,1
110,11,0,1,1,1
110,12,0,1,0,1
110,13,0,1,1,0
110,14,0,0,0,0
110,15,0,0,1,0
110,16,0,0,0,1
110,17,0,1,0,0
110,18,0,0,0,0
110,19,0,0,0,1
111,0,0,2,0,2
111,1,0,2,0,2
111,2,0,2,0,2
111,3,0,2,0,1
111,4,0,1,0,1
111,5,0,1,1,1
111,6,0,1,0,1
111,7,0,1,1,0
111,8,0,0,0,0
111,9,0,0,0,0
111,10,0,0,0,0
111,11,0,0,1,0
111,12,0,0,0,0
111,13,0,0,0,0
111,14,0,0,0,1
111,15,0,1,0,2
111,16,0,2,1,1
111,17,0,1,0,1
111,18,0,1,0,1
111,19,0,1,0,1
112,0,0,1,1,0
112,1,0,0,1,0
112,2,0,0,1,0
112,3,0,0,0,0
112,4,0,0,1,0
112,5,0,0,0,0
112,6,0,0,1,0
112,7,0,0,0,0
112,8,0,0,0,1
112,9,0,1,0,1
112,10,0,1,0,2
112,11,0,2,1,1
112,12,0,1,1,0
112,13,0,0,0,2
112,14,0,2,0,2
112,15,0,2,1,1
112,16,0,1,0,1
112,17,0,1,0,1
112,18,0,1,0,1
112,19,0,1,0,1
113,0,0,2,1,1
113,1,0,1,0,1
113,2,0,1,1,0
113,3,0,0,0,0
113,4,0,0,1,0
113,5,0,0,0,0
113,6,0,0,0,1
113,7,0,1,0,1
113,8,0,1,1,0
113,9,0,0,0,1
113,10,0,1,1,0
113,11,0,0,0,0
113,12,0,0,1,0
113,13,0,0,0,0
113,14,0,0,0,0
113,15,0,0,1,0
113,16,0,0,0,1
113,17,0,1,0,2
113,18,0,2,1,1
113,19,0,1,1,0
114,0,0,1,0,1
114,1,0,1,1,0
114,2,0,0,0,0
114,3,0,0,0,0
114,4,0,0,1,0
114,5,0,0,0,0
114,6,0,0,1,0
114,7,0,0,0,0
114,8,0,0,0,0
114,9,0,0,1,0
114,10,0,0,1,0
114,11,0,0,0,0
114,12,0,0,0,1
114,13,0,1,0,1
114,14,0,1,1,0
114,15,0,0,0,0
114,16,0,0,0,0
114,17,0,0,0,0
114,18,0,0,0,0
114,19,0,0,0,0
115,0,0,2,0,2
115,1,0,2,0,2
115,2,0,2,1,0
115,3,0,0,0,1
115,4,0,1,1,1
115,5,0,1,1,0
115,6,0,0,0,0
115,7,0,0,0,0
115,8,0,0,0,0
115,9,0,0,0,0
115,10,0,0,1,0
115,11,0,0,0,0
115,12,0,0,0,1
115,13,0,1,0,1
115,14,0,1,1,1
115,15,0,1,0,2
115,16,0,2,0,2
115,17,0,2,1,2
115,18,0,2,1,1
115,19,0,1,0,1
116,0,0,2,0,2
116,1,0,2,0,1
116,2,0,1,0,1
116,3,0,1,0,1
116,4,0,1,1,1
116,5,0,1,1,0
116,6,0,0,0,0
116,7,0,0,0,1
