agent,period,subsidy,state,action,next_state
95.0,19.0,0.4,1.0,0.0,1.0
95.0,20.0,0.4,1.0,0.0,2.0
95.0,21.0,0.4,2.0,1.0,0.0
95.0,22.0,0.4,0.0,0.0,1.0
95.0,23.0,0.4,1.0,0.0,1.0
95.0,24.0,0.4,1.0,0.0,2.0
95.0,25.0,0.4,2.0,0.0,3.0
95.0,26.0,0.4,3.0,1.0,1.0
95.0,27.0,0.4,1.0,1.0,0.0
95.0,28.0,0.4,0.0,0.0,0.0
95.0,29.0,0.4,0.0,0.0,0.0
95.0,30.0,0.4,0.0,1.0,0.0
95.0,31.0,0.4,0.0,0.0,0.0
95.0,32.0,0.4,0.0,1.0,0.0
95.0,33.0,0.4,0.0,1.0,0.0
95.0,34.0,0.4,0.0,1.0,1.0
96.0,0.0,0.0,2.0,1.0,0.0
96.0,1.0,0.0,0.0,1.0,0.0
96.0,2.0,0.0,0.0,1.0,0.0
96.0,3.0,0.0,0.0,0.0,1.0
96.0,4.0,0.0,1.0,1.0,0.0
96.0,5.0,0.0,0.0,0.0,0.0
96.0,6.0,0.0,0.0,0.0,1.0
96.0,7.0,0.0,1.0,1.0,0.0
96.0,8.0,0.0,0.0,0.0,0.0
96.0,9.0,0.0,0.0,0.0,1.0
96.0,10.0,0.0,1.0,1.0,0.0
96.0,11.0,0.0,0.0,0.0,1.0
96.0,12.0,0.0,1.0,0.0,2.0
96.0,13.0,0.0,2.0,1.0,1.0
96.0,14.0,0.0,1.0,0.0,2.0
96.0,15.0,0.0,2.0,1.0,0.0
96.0,16.0,0.0,0.0,1.0,0.0
96.0,17.0,0.0,0.0,0.0,1.0
96.0,18.0,0.0,1.0,1.0,0.0
96.0,19.0,0.0,0.0,0.0,1.0
96.0,20.0,0.0,1.0,0.0,1.0
96.0,21.0,0.0,1.0,0.0,2.0
96.0,22.0,0.0,2.0,1.0,0.0
96.0,23.0,0.0,0.0,0.0,0.0
96.0,24.0,0.0,0.0,0.0,1.0
96.0,25.0,0.0,1.0,0.0,1.0
96.0,26.0,0.0,1.0,0.0,2.0
96.0,27.0,0.0,2.0,0.0,3.0
96.0,28.0,0.0,3.0,0.0,4.0
96.0,29.0,0.0,4.0,1.0,0.0
96.0,30.0,0.0,0.0,0.0,1.0
96.0,31.0,0.0,1.0,0.0,2.0
96.0,32.0,0.0,2.0,1.0,0.0
96.0,33.0,0.0,0.0,0.0,0.0
96.0,34.0,0.0,0.0,0.0,0.0
97.0,0.0,0.4,0.0,0.0,1.0
97.0,1.0,0.4,1.0,1.0,0.0
97.0,2.0,0.4,0.0,0.0,1.0
97.0,3.0,0.4,1.0,0.0,2.0
97.0,4.0,0.4,2.0,1.0,0.0
97.0,5.0,0.4,0.0,1.0,0.0
97.0,6.0,0.4,0.0,1.0,0.0
97.0,7.0,0.4,0.0,0.0,0.0
97.0,8.0,0.4,0.0,0.0,1.0
97.0,9.0,0.4,1.0,0.0,1.0
97.0,10.0,0.4,1.0,0.0,2.0
97.0,11.0,0.4,2.0,1.0,0.0
97.0,12.0,0.4,0.0,0.0,1.0
97.0,13.0,0.4,1.0,0.0,2.0
97.0,14.0,0.4,2.0,0.0,2.0
97.0,15.0,0.4,2.0,0.0,3.0
97.0,16.0,0.4,3.0,1.0,0.0
97.0,17.0,0.4,0.0,0.0,1.0
97.0,18.0,0.4,1.0,0.0,1.0
97.0,19.0,0.4,1.0,1.0,0.0
97.0,20.0,0.4,0.0,0.0,1.0
97.0,21.0,0.4,1.0,0.0,1.0
97.0,22.0,0.4,1.0,0.0,2.0
97.0,23.0,0.4,2.0,1.0,0.0
97.0,24.0,0.4,0.0,0.0,1.0
97.0,25.0,0.4,1.0,0.0,2.0
97.0,26.0,0.4,2.0,0.0,3.0
97.0,27.0,0.4,3.0,1.0,0.0
97.0,28.0,0.4,0.0,0.0,0.0
97.0,29.0,0.4,0.0,0.0,1.0
97.0,30.0,0.4,1.0,0.0,2.0
97.0,31.0,0.4,2.0,1.0,0.0
97.0,32.0,0.4,0.0,0.0,0.0
97.0,33.0,0.4,0.0,1.0,1.0
97.0,34.0,0.4,1.0,0.0,2.0
98.0,0.0,0.0,1.0,0.0,2.0
98.0,1.0,0.0,2.0,1.0,0.0
98.0,2.0,0.0,0.0,0.0,0.0
98.0,3.0,0.0,0.0,1.0,1.0
98.0,4.0,0.0,1.0,0.0,2.0
98.0,5.0,0.0,2.0,1.0,1.0
98.0,6.0,0.0,1.0,1.0,0.0
98.0,7.0,0.0,0.0,1.0,0.0
98.0,8.0,0.0,0.0,0.0,1.0
98.0,9.0,0.0,1.0,1.0,1.0
98.0,10.0,0.0,1.0,1.0,0.0
98.0,11.0,0.0,0.0,0.0,1.0
98.0,12.0,0.0,1.0,0.0,2.0
98.0,13.0,0.0,2.0,0.0,3.0
98.0,14.0,0.0,3.0,0.0,4.0
98.0,15.0,0.0,4.0,1.0,0.0
98.0,16.0,0.0,0.0,0.0,1.0
98.0,17.0,0.0,1.0,0.0,2.0
98.0,18.0,0.0,2.0,0.0,3.0
98.0,19.0,0.0,3.0,0.0,4.0
98.0,20.0,0.0,4.0,1.0,0.0
98.0,21.0,0.0,0.0,0.0,1.0
98.0,22.0,0.0,1.0,0.0,2.0
98.0,23.0,0.0,2.0,1.0,0.0
98.0,24.0,0.0,0.0,0.0,1.0
98.0,25.0,0.0,1.0,0.0,2.0
98.0,26.0,0.0,2.0,0.0,2.0
98.0,27.0,0.0,2.0,0.0,3.0
98.0,28.0,0.0,3.0,0.0,4.0
98.0,29.0,0.0,4.0,1.0,0.0
98.0,30.0,0.0,0.0,0.0,1.0
98.0,31.0,0.0,1.0,0.0,1.0
98.0,32.0,0.0,1.0,0.0,1.0
98.0,33.0,0.0,1.0,0.0,2.0
98.0,34.0,0.0,2.0,0.0,3.0
99.0,0.0,0.4,1.0,0.0,1.0
99.0,1.0,0.4,1.0,0.0,1.0
99.0,2.0,0.4,1.0,0.0,1.0
99.0,3.0,0.4,1.0,1.0,0.0
99.0,4.0,0.4,0.0,0.0,0.0
99.0,5.0,0.4,0.0,0.0,1.0
99.0,6.0,0.4,1.0,1.0,0.0
99.0,7.0,0.4,0.0,0.0,1.0
99.0,8.0,0.4,1.0,0.0,2.0
99.0,9.0,0.4,2.0,0.0,3.0
99.0,10.0,0.4,3.0,0.0,4.0
99.0,11.0,0.4,4.0,0.0,4.0
99.0,12.0,0.4,4.0,0.0,4.0
99.0,13.0,0.4,4.0,1.0,0.0
99.0,14.0,0.4,0.0,0.0,1.0
99.0,15.0,0.4,1.0,0.0,2.0
99.0,16.0,0.4,2.0,1.0,1.0
99.0,17.0,0.4,1.0,0.0,1.0
99.0,18.0,0.4,1.0,0.0,1.0
99.0,19.0,0.4,1.0,1.0,0.0
99.0,20.0,0.4,0.0,0.0,1.0
99.0,21.0,0.4,1.0,0.0,2.0
99.0,22.0,0.4,2.0,1.0,0.0
99.0,23.0,0.4,0.0,0.0,1.0
99.0,24.0,0.4,1.0,0.0,2.0
99.0,25.0,0.4,2.0,1.0,0.0
99.0,26.0,0.4,0.0,0.0,0.0
99.0,27.0,0.4,0.0,1.0,0.0
99.0,28.0,0.4,0.0,1.0,0.0
99.0,29.0,0.4,0.0,0.0,0.0
99.0,30.0,0.4,0.0,0.0,1.0
99.0,31.0,0.4,1.0,0.0,2.0
99.0,32.0,0.4,2.0,1.0,0.0
99.0,33.0,0.4,0.0,0.0,0.0
99.0,34.0,0.4,0.0,0.0,1.0
100.0,0.0,0.0,4.0,1.0,0.0
100.0,1.0,0.0,0.0,0.0,0.0
100.0,2.0,0.0,0.0,0.0,0.0
100.0,3.0,0.0,0.0,0.0,1.0
100.0,4.0,0.0,1.0,1.0,0.0
100.0,5.0,0.0,0.0,0.0,1.0
100.0,6.0,0.0,1.0,0.0,1.0
100.0,7.0,0.0,1.0,0.0,2.0
100.0,8.0,0.0,2.0,1.0,1.0
100.0,9.0,0.0,1.0,1.0,0.0
100.0,10.0,0.0,0.0,0.0,1.0
100.0,11.0,0.0,1.0,0.0,2.0
100.0,12.0,0.0,2.0,1.0,0.0
100.0,13.0,0.0,0.0,0.0,1.0
100.0,14.0,0.0,1.0,0.0,1.0
100.0,15.0,0.0,1.0,1.0,0.0
100.0,16.0,0.0,0.0,1.0,0.0
100.0,17.0,0.0,0.0,1.0,0.0
100.0,18.0,0.0,0.0,0.0,0.0
100.0,19.0,0.0,0.0,0.0,1.0
100.0,20.0,0.0,1.0,1.0,0.0
100.0,21.0,0.0,0.0,0.0,1.0
100.0,22.0,0.0,1.0,0.0,1.0
100.0,23.0,0.0,1.0,0.0,2.0
100.0,24.0,0.0,2.0,1.0,0.0
100.0,25.0,0.0,0.0,0.0,1.0
100.0,26.0,0.0,1.0,1.0,0.0
100.0,27.0,0.0,0.0,1.0,0.0
100.0,28.0,0.0,0.0,1.0,0.0
100.0,29.0,0.0,0.0,0.0,1.0
100.0,30.0,0.0,1.0,0.0,2.0
100.0,31.0,0.0,2.0,0.0,2.0
100.0,32.0,0.0,2.0,1.0,0.0
100.0,33.0,0.0,0.0,0.0,1.0
100.0,34.0,0.0,1.0,0.0,2.0
101.0,0.0,0.4,1.0,1.0,0.0
101.0,1.0,0.4,0.0,0.0,1.0
101.0,2.0,0.4,1.0,1.0,0.0
101.0,3.0,0.4,0.0,0.0,1.0
101.0,4.0,0.4,1.0,1.0,0.0
101.0,5.0,0.4,0.0,0.0,1.0
101.0,6.0,0.4,1.0,1.0,0.0
101.0,7.0,0.4,0.0,0.0,0.0
101.0,8.0,0.4,0.0,0.0,0.0
101.0,9.0,0.4,0.0,0.0,1.0
101.0,10.0,0.4,1.0,0.0,1.0
101.0,11.0,0.4,1.0,0.0,2.0
101.0,12.0,0.4,2.0,1.0,0.0
101.0,13.0,0.4,0.0,0.0,1.0
101.0,14.0,0.4,1.0,1.0,0.0
101.0,15.0,0.4,0.0,0.0,1.0
101.0,16.0,0.4,1.0,1.0,0.0
101.0,17.0,0.4,0.0,0.0,1.0
101.0,18.0,0.4,1.0,0.0,2.0
101.0,19.0,0.4,2.0,1.0,0.0
101.0,20.0,0.4,0.0,0.0,0.0
101.0,21.0,0.4,0.0,0.0,0.0
101.0,22.0,0.4,0.0,1.0,0.0
101.0,23.0,0.4,0.0,0.0,1.0
101.0,24.0,0.4,1.0,0.0,1.0
101.0,25.0,0.4,1.0,1.0,1.0
101.0,26.0,0.4,1.0,0.0,2.0
101.0,27.0,0.4,2.0,1.0,0.0
101.0,28.0,0.4,0.0,0.0,1.0
101.0,29.0,0.4,1.0,1.0,0.0
101.0,30.0,0.4,0.0,0.0,0.0
101.0,31.0,0.4,0.0,0.0,1.0
101.0,32.0,0.4,1.0,0.0,1.0
101.0,33.0,0.4,1.0,1.0,0.0
101.0,34.0,0.4,0.0,0.0,1.0
102.0,0.0,0.0,2.0,0.0,3.0
102.0,1.0,0.0,3.0,1.0,0.0
102.0,2.0,0.0,0.0,0.0,0.0
102.0,3.0,0.0,0.0,0.0,1.0
102.0,4.0,0.0,1.0,0.0,2.0
102.0,5.0,0.0,2.0,1.0,0.0
102.0,6.0,0.0,0.0,0.0,1.0
102.0,7.0,0.0,1.0,0.0,1.0
102.0,8.0,0.0,1.0,0.0,2.0
102.0,9.0,0.0,2.0,0.0,3.0
102.0,10.0,0.0,3.0,0.0,4.0
102.0,11.0,0.0,4.0,1.0,0.0
102.0,12.0,0.0,0.0,1.0,0.0
102.0,13.0,0.0,0.0,0.0,1.0
102.0,14.0,0.0,1.0,0.0,2.0
102.0,15.0,0.0,2.0,0.0,3.0
102.0,16.0,0.0,3.0,1.0,0.0
102.0,17.0,0.0,0.0,0.0,1.0
102.0,18.0,0.0,1.0,0.0,2.0
102.0,19.0,0.0,2.0,0.0,3.0
102.0,20.0,0.0,3.0,0.0,4.0
102.0,21.0,0.0,4.0,0.0,4.0
102.0,22.0,0.0,4.0,0.0,4.0
102.0,23.0,0.0,4.0,1.0,0.0
102.0,24.0,0.0,0.0,0.0,1.0
102.0,25.0,0.0,1.0,0.0,1.0
102.0,26.0,0.0,1.0,1.0,0.0
102.0,27.0,0.0,0.0,0.0,1.0
102.0,28.0,0.0,1.0,0.0,2.0
102.0,29.0,0.0,2.0,0.0,3.0
102.0,30.0,0.0,3.0,1.0,0.0
102.0,31.0,0.0,0.0,1.0,1.0
102.0,32.0,0.0,1.0,1.0,0.0
102.0,33.0,0.0,0.0,0.0,0.0
102.0,34.0,0.0,0.0,0.0,1.0
103.0,0.0,0.4,1.0,1.0,0.0
103.0,1.0,0.4,0.0,1.0,0.0
103.0,2.0,0.4,0.0,0.0,1.0
103.0,3.0,0.4,1.0,1.0,0.0
103.0,4.0,0.4,0.0,0.0,0.0
103.0,5.0,0.4,0.0,0.0,1.0
103.0,6.0,0.4,1.0,1.0,0.0
103.0,7.0,0.4,0.0,0.0,1.0
103.0,8.0,0.4,1.0,1.0,0.0
103.0,9.0,0.4,0.0,1.0,0.0
103.0,10.0,0.4,0.0,0.0,0.0
103.0,11.0,0.4,0.0,0.0,1.0
103.0,12.0,0.4,1.0,1.0,0.0
103.0,13.0,0.4,0.0,0.0,1.0
103.0,14.0,0.4,1.0,0.0,1.0
103.0,15.0,0.4,1.0,1.0,0.0
103.0,16.0,0.4,0.0,0.0,1.0
103.0,17.0,0.4,1.0,0.0,2.0
103.0,18.0,0.4,2.0,1.0,0.0
103.0,19.0,0.4,0.0,0.0,1.0
103.0,20.0,0.4,1.0,0.0,1.0
103.0,21.0,0.4,1.0,0.0,1.0
103.0,22.0,0.4,1.0,0.0,2.0
103.0,23.0,0.4,2.0,0.0,3.0
103.0,24.0,0.4,3.0,1.0,0.0
103.0,25.0,0.4,0.0,1.0,0.0
103.0,26.0,0.4,0.0,0.0,1.0
103.0,27.0,0.4,1.0,0.0,2.0
103.0,28.0,0.4,2.0,0.0,3.0
103.0,29.0,0.4,3.0,1.0,0.0
103.0,30.0,0.4,0.0,0.0,1.0
103.0,31.0,0.4,1.0,1.0,0.0
103.0,32.0,0.4,0.0,0.0,1.0
103.0,33.0,0.4,1.0,0.0,2.0
103.0,34.0,0.4,2.0,0.0,3.0
104.0,0.0,0.0,0.0,0.0,1.0
104.0,1.0,0.0,1.0,0.0,2.0
104.0,2.0,0.0,2.0,1.0,0.0
104.0,3.0,0.0,0.0,0.0,1.0
104.0,4.0,0.0,1.0,1.0,0.0
104.0,5.0,0.0,0.0,0.0,0.0
104.0,6.0,0.0,0.0,0.0,0.0
104.0,7.0,0.0,0.0,0.0,1.0
104.0,8.0,0.0,1.0,1.0,0.0
104.0,9.0,0.0,0.0,0.0,1.0
104.0,10.0,0.0,1.0,0.0,2.0
104.0,11.0,0.0,2.0,1.0,0.0
104.0,12.0,0.0,0.0,0.0,1.0
104.0,13.0,0.0,1.0,1.0,1.0
104.0,14.0,0.0,1.0,0.0,2.0
104.0,15.0,0.0,2.0,0.0,2.0
104.0,16.0,0.0,2.0,1.0,0.0
104.0,17.0,0.0,0.0,0.0,1.0
104.0,18.0,0.0,1.0,1.0,0.0
104.0,19.0,0.0,0.0,0.0,0.0
104.0,20.0,0.0,0.0,1.0,0.0
104.0,21.0,0.0,0.0,0.0,1.0
104.0,22.0,0.0,1.0,0.0,2.0
104.0,23.0,0.0,2.0,0.0,2.0
104.0,24.0,0.0,2.0,1.0,0.0
104.0,25.0,0.0,0.0,0.0,1.0
104.0,26.0,0.0,1.0,0.0,2.0
104.0,27.0,0.0,2.0,1.0,0.0
104.0,28.0,0.0,0.0,0.0,1.0
104.0,29.0,0.0,1.0,1.0,1.0
104.0,30.0,0.0,1.0,0.0,1.0
104.0,31.0,0.0,1.0,1.0,0.0
104.0,32.0,0.0,0.0,0.0,0.0
104.0,33.0,0.0,0.0,0.0,0.0
104.0,34.0,0.0,0.0,0.0,1.0
105.0,0.0,0.4,4.0,0.0,4.0
105.0,1.0,0.4,4.0,1.0,0.0
105.0,2.0,0.4,0.0,0.0,1.0
105.0,3.0,0.4,1.0,1.0,0.0
105.0,4.0,0.4,0.0,0.0,1.0
105.0,5.0,0.4,1.0,0.0,2.0
105.0,6.0,0.4,2.0,1.0,0.0
105.0,7.0,0.4,0.0,0.0,0.0
105.0,8.0,0.4,0.0,0.0,1.0
105.0,9.0,0.4,1.0,0.0,2.0
105.0,10.0,0.4,2.0,1.0,0.0
105.0,11.0,0.4,0.0,0.0,0.0
105.0,12.0,0.4,0.0,0.0,1.0
105.0,13.0,0.4,1.0,1.0,0.0
105.0,14.0,0.4,0.0,0.0,0.0
105.0,15.0,0.4,0.0,0.0,1.0
105.0,16.0,0.4,1.0,0.0,2.0
105.0,17.0,0.4,2.0,0.0,3.0
105.0,18.0,0.4,3.0,1.0,0.0
105.0,19.0,0.4,0.0,0.0,0.0
105.0,20.0,0.4,0.0,0.0,1.0
105.0,21.0,0.4,1.0,0.0,1.0
105.0,22.0,0.4,1.0,1.0,0.0
105.0,23.0,0.4,0.0,0.0,0.0
105.0,24.0,0.4,0.0,0.0,1.0
105.0,25.0,0.4,1.0,0.0,2.0
105.0,26.0,0.4,2.0,1.0,0.0
105.0,27.0,0.4,0.0,0.0,1.0
105.0,28.0,0.4,1.0,0.0,2.0
105.0,29.0,0.4,2.0,1.0,0.0
105.0,30.0,0.4,0.0,0.0,1.0
105.0,31.0,0.4,1.0,0.0,2.0
105.0,32.0,0.4,2.0,1.0,0.0
105.0,33.0,0.4,0.0,1.0,0.0
105.0,34.0,0.4,0.0,0.0,0.0
106.0,0.0,0.0,3.0,1.0,0.0
106.0,1.0,0.0,0.0,0.0,0.0
106.0,2.0,0.0,0.0,0.0,1.0
106.0,3.0,0.0,1.0,1.0,0.0
106.0,4.0,0.0,0.0,0.0,1.0
106.0,5.0,0.0,1.0,1.0,0.0
106.0,6.0,0.0,0.0,0.0,1.0
106.0,7.0,0.0,1.0,0.0,2.0
106.0,8.0,0.0,2.0,1.0,1.0
106.0,9.0,0.0,1.0,0.0,1.0
106.0,10.0,0.0,1.0,0.0,1.0
106.0,11.0,0.0,1.0,0.0,2.0
106.0,12.0,0.0,2.0,0.0,2.0
106.0,13.0,0.0,2.0,0.0,3.0
106.0,14.0,0.0,3.0,1.0,0.0
106.0,15.0,0.0,0.0,0.0,1.0
106.0,16.0,0.0,1.0,0.0,2.0
106.0,17.0,0.0,2.0,0.0,3.0
106.0,18.0,0.0,3.0,0.0,4.0
106.0,19.0,0.0,4.0,0.0,4.0
106.0,20.0,0.0,4.0,1.0,0.0
106.0,21.0,0.0,0.0,0.0,1.0
106.0,22.0,0.0,1.0,0.0,2.0
106.0,23.0,0.0,2.0,1.0,0.0
106.0,24.0,0.0,0.0,1.0,0.0
106.0,25.0,0.0,0.0,0.0,1.0
106.0,26.0,0.0,1.0,0.0,1.0
106.0,27.0,0.0,1.0,1.0,0.0
106.0,28.0,0.0,0.0,0.0,1.0
106.0,29.0,0.0,1.0,0.0,2.0
106.0,30.0,0.0,2.0,1.0,0.0
106.0,31.0,0.0,0.0,0.0,1.0
106.0,32.0,0.0,1.0,1.0,1.0
106.0,33.0,0.0,1.0,0.0,1.0
106.0,34.0,0.0,1.0,1.0,0.0
107.0,0.0,0.4,3.0,1.0,0.0
107.0,1.0,0.4,0.0,1.0,0.0
107.0,2.0,0.4,0.0,0.0,1.0
107.0,3.0,0.4,1.0,1.0,0.0
107.0,4.0,0.4,0.0,0.0,0.0
107.0,5.0,0.4,0.0,0.0,1.0
107.0,6.0,0.4,1.0,0.0,1.0
107.0,7.0,0.4,1.0,0.0,2.0
107.0,8.0,0.4,2.0,1.0,0.0
107.0,9.0,0.4,0.0,0.0,1.0
107.0,10.0,0.4,1.0,1.0,0.0
107.0,11.0,0.4,0.0,1.0,0.0
107.0,12.0,0.4,0.0,0.0,1.0
107.0,13.0,0.4,1.0,0.0,2.0
107.0,14.0,0.4,2.0,0.0,2.0
107.0,15.0,0.4,2.0,0.0,3.0
107.0,16.0,0.4,3.0,1.0,0.0
107.0,17.0,0.4,0.0,0.0,1.0
107.0,18.0,0.4,1.0,1.0,0.0
107.0,19.0,0.4,0.0,0.0,1.0
107.0,20.0,0.4,1.0,0.0,2.0
107.0,21.0,0.4,2.0,0.0,2.0
107.0,22.0,0.4,2.0,0.0,2.0
107.0,23.0,0.4,2.0,0.0,3.0
107.0,24.0,0.4,3.0,1.0,1.0
107.0,25.0,0.4,1.0,1.0,0.0
107.0,26.0,0.4,0.0,0.0,1.0
107.0,27.0,0.4,1.0,0.0,2.0
107.0,28.0,0.4,2.0,1.0,0.0
107.0,29.0,0.4,0.0,0.0,1.0
107.0,30.0,0.4,1.0,1.0,0.0
107.0,31.0,0.4,0.0,0.0,1.0
107.0,32.0,0.4,1.0,0.0,1.0
107.0,33.0,0.4,1.0,0.0,1.0
107.0,34.0,0.4,1.0,1.0,0.0
108.0,0.0,0.0,2.0,1.0,1.0
108.0,1.0,0.0,1.0,0.0,2.0
108.0,2.0,0.0,2.0,1.0,0.0
108.0,3.0,0.0,0.0,0.0,1.0
108.0,4.0,0.0,1.0,0.0,2.0
108.0,5.0,0.0,2.0,1.0,0.0
108.0,6.0,0.0,0.0,1.0,0.0
108.0,7.0,0.0,0.0,1.0,0.0
108.0,8.0,0.0,0.0,0.0,1.0
108.0,9.0,0.0,1.0,0.0,2.0
108.0,10.0,0.0,2.0,1.0,0.0
108.0,11.0,0.0,0.0,0.0,1.0
108.0,12.0,0.0,1.0,0.0,1.0
108.0,13.0,0.0,1.0,1.0,0.0
108.0,14.0,0.0,0.0,0.0,1.0
108.0,15.0,0.0,1.0,1.0,1.0
108.0,16.0,0.0,1.0,0.0,2.0
108.0,17.0,0.0,2.0,1.0,0.0
108.0,18.0,0.0,0.0,0.0,0.0
108.0,19.0,0.0,0.0,0.0,0.0
108.0,20.0,0.0,0.0,1.0,1.0
108.0,21.0,0.0,1.0,0.0,2.0
108.0,22.0,0.0,2.0,0.0,2.0
108.0,23.0,0.0,2.0,1.0,0.0
108.0,24.0,0.0,0.0,1.0,0.0
108.0,25.0,0.0,0.0,0.0,1.0
108.0,26.0,0.0,1.0,0.0,2.0
108.0,27.0,0.0,2.0,0.0,3.0
108.0,28.0,0.0,3.0,0.0,3.0
108.0,29.0,0.0,3.0,1.0,0.0
108.0,30.0,0.0,0.0,0.0,0.0
108.0,31.0,0.0,0.0,0.0,0.0
108.0,32.0,0.0,0.0,1.0,0.0
108.0,33.0,0.0,0.0,0.0,0.0
108.0,34.0,0.0,0.0,0.0,0.0
109.0,0.0,0.4,1.0,0.0,2.0
109.0,1.0,0.4,2.0,0.0,2.0
109.0,2.0,0.4,2.0,1.0,0.0
109.0,3.0,0.4,0.0,0.0,1.0
109.0,4.0,0.4,1.0,0.0,1.0
109.0,5.0,0.4,1.0,1.0,0.0
109.0,6.0,0.4,0.0,0.0,1.0
109.0,7.0,0.4,1.0,1.0,0.0
109.0,8.0,0.4,0.0,1.0,0.0
109.0,9.0,0.4,0.0,0.0,1.0
109.0,10.0,0.4,1.0,1.0,0.0
109.0,11.0,0.4,0.0,0.0,0.0
109.0,12.0,0.4,0.0,0.0,0.0
109.0,13.0,0.4,0.0,0.0,0.0
109.0,14.0,0.4,0.0,0.0,1.0
109.0,15.0,0.4,1.0,0.0,2.0
109.0,16.0,0.4,2.0,1.0,0.0
109.0,17.0,0.4,0.0,0.0,1.0
109.0,18.0,0.4,1.0,0.0,2.0
109.0,19.0,0.4,2.0,1.0,0.0
109.0,20.0,0.4,0.0,0.0,1.0
109.0,21.0,0.4,1.0,0.0,2.0
109.0,22.0,0.4,2.0,1.0,0.0
109.0,23.0,0.4,0.0,0.0,1.0
109.0,24.0,0.4,1.0,0.0,2.0
109.0,25.0,0.4,2.0,0.0,3.0
109.0,26.0,0.4,3.0,0.0,3.0
109.0,27.0,0.4,3.0,0.0,3.0
109.0,28.0,0.4,3.0,1.0,0.0
109.0,29.0,0.4,0.0,0.0,0.0
109.0,30.0,0.4,0.0,0.0,0.0
109.0,31.0,0.4,0.0,0.0,0.0
109.0,32.0,0.4,0.0,0.0,1.0
109.0,33.0,0.4,1.0,0.0,1.0
109.0,34.0,0.4,1.0,0.0,1.0
110.0,0.0,0.0,2.0,0.0,3.0
110.0,1.0,0.0,3.0,1.0,0.0
110.0,2.0,0.0,0.0,0.0,0.0
110.0,3.0,0.0,0.0,0.0,1.0
110.0,4.0,0.0,1.0,1.0,0.0
110.0,5.0,0.0,0.0,1.0,0.0
110.0,6.0,0.0,0.0,1.0,0.0
110.0,7.0,0.0,0.0,0.0,0.0
110.0,8.0,0.0,0.0,0.0,1.0
110.0,9.0,0.0,1.0,1.0,1.0
110.0,10.0,0.0,1.0,0.0,2.0
110.0,11.0,0.0,2.0,0.0,2.0
110.0,12.0,0.0,2.0,1.0,0.0
110.0,13.0,0.0,0.0,1.0,0.0
110.0,14.0,0.0,0.0,1.0,0.0
110.0,15.0,0.0,0.0,0.0,1.0
110.0,16.0,0.0,1.0,0.0,2.0
110.0,17.0,0.0,2.0,0.0,3.0
110.0,18.0,0.0,3.0,0.0,4.0
110.0,19.0,0.0,4.0,1.0,1.0
110.0,20.0,0.0,1.0,0.0,2.0
110.0,21.0,0.0,2.0,0.0,3.0
110.0,22.0,0.0,3.0,1.0,0.0
110.0,23.0,0.0,0.0,0.0,1.0
110.0,24.0,0.0,1.0,1.0,1.0
110.0,25.0,0.0,1.0,1.0,1.0
110.0,26.0,0.0,1.0,1.0,1.0
110.0,27.0,0.0,1.0,0.0,2.0
110.0,28.0,0.0,2.0,1.0,0.0
110.0,29.0,0.0,0.0,0.0,1.0
110.0,30.0,0.0,1.0,1.0,0.0
110.0,31.0,0.0,0.0,0.0,0.0
110.0,32.0,0.0,0.0,1.0,1.0
110.0,33.0,0.0,1.0,0.0,2.0
110.0,34.0,0.0,2.0,0.0,3.0
111.0,0.0,0.4,2.0,0.0,2.0
111.0,1.0,0.4,2.0,0.0,2.0
111.0,2.0,0.4,2.0,1.0,0.0
111.0,3.0,0.4,0.0,0.0,0.0
111.0,4.0,0.4,0.0,0.0,0.0
111.0,5.0,0.4,0.0,0.0,1.0
111.0,6.0,0.4,1.0,0.0,2.0
111.0,7.0,0.4,2.0,0.0,3.0
111.0,8.0,0.4,3.0,1.0,0.0
111.0,9.0,0.4,0.0,0.0,1.0
111.0,10.0,0.4,1.0,1.0,0.0
111.0,11.0,0.4,0.0,0.0,0.0
111.0,12.0,0.4,0.0,0.0,1.0
111.0,13.0,0.4,1.0,1.0,0.0
111.0,14.0,0.4,0.0,1.0,1.0
111.0,15.0,0.4,1.0,0.0,1.0
111.0,16.0,0.4,1.0,0.0,2.0
111.0,17.0,0.4,2.0,1.0,0.0
111.0,18.0,0.4,0.0,0.0,0.0
111.0,19.0,0.4,0.0,1.0,0.0
111.0,20.0,0.4,0.0,0.0,0.0
111.0,21.0,0.4,0.0,0.0,1.0
111.0,22.0,0.4,1.0,0.0,2.0
111.0,23.0,0.4,2.0,0.0,3.0
111.0,24.0,0.4,3.0,0.0,4.0
111.0,25.0,0.4,4.0,1.0,0.0
111.0,26.0,0.4,0.0,0.0,1.0
111.0,27.0,0.4,1.0,0.0,2.0
111.0,28.0,0.4,2.0,1.0,0.0
111.0,29.0,0.4,0.0,1.0,0.0
111.0,30.0,0.4,0.0,0.0,1.0
111.0,31.0,0.4,1.0,0.0,2.0
111.0,32.0,0.4,2.0,1.0,0.0
111.0,33.0,0.4,0.0,0.0,1.0
111.0,34.0,0.4,1.0,0.0,1.0
112.0,0.0,0.0,4.0,1.0,0.0
112.0,1.0,0.0,0.0,0.0,1.0
112.0,2.0,0.0,1.0,0.0,2.0
112.0,3.0,0.0,2.0,0.0,2.0
112.0,4.0,0.0,2.0,0.0,2.0
112.0,5.0,0.0,2.0,0.0,3.0
